,year,title,original_title,date_published,genre,duration,country,production_company,avg_vote,metascore,content_rating,book,worlwide_gross_income1,worlwide_gross_income2,budget1,budget2,oscar_win,book2,G,NC17,NR,PG,PG-13,R
2797,2016,Warcraft: L'inizio,Warcraft,2016-06-01,"Action, Adventure, Fantasy",123,"China, Canada, Japan, USA",Legendary Entertainment,6.8,32.0,PG-13,,$,439048914,$,160000000.0,0,0,0,0,0,0,1,0
2798,2016,The Legend of Tarzan,The Legend of Tarzan,2016-07-14,"Action, Adventure, Drama",110,"UK, Canada, USA",Village Roadshow Pictures,6.2,44.0,PG-13,,$,356700357,$,180000000.0,0,0,0,0,0,0,1,0
2799,2016,The Young Messiah,The Young Messiah,2016-03-11,"Drama, Fantasy",111,USA,1492 Pictures,5.6,33.0,PG,,$,7330338,$,18500000.0,0,0,0,0,0,1,0,0
2800,2016,The Belko Experiment: Chi sopravviverà?,The Belko Experiment,2017-03-17,"Horror, Thriller",89,USA,Orion Pictures,6.1,44.0,R,,$,11084630,$,5000000.0,0,0,0,0,0,0,0,1
2801,2016,Free State of Jones,Free State of Jones,2016-12-01,"Action, Biography, Drama",139,USA,Route One Entertainment,6.9,53.0,R,,$,25035950,$,50000000.0,0,0,0,0,0,0,0,1
2802,2016,10 Cloverfield Lane,10 Cloverfield Lane,2016-04-28,"Action, Drama, Horror",103,USA,Paramount Pictures,7.2,76.0,PG-13,,$,110216998,$,15000000.0,0,0,0,0,0,0,1,0
2803,2016,Doctor Strange,Doctor Strange,2016-10-26,"Action, Adventure, Fantasy",115,USA,Marvel Studios,7.5,72.0,PG-13,,$,677718395,$,165000000.0,0,0,0,0,0,0,1,0
2804,2016,Civiltà perduta,The Lost City of Z,2017-06-22,"Biography, Drama, History",141,USA,Keep Your Head,6.6,78.0,PG-13,,$,19263938,$,30000000.0,0,0,0,0,0,0,1,0
2806,2016,Ghostbusters,Ghostbusters,2016-07-28,"Action, Comedy, Fantasy",117,"USA, Australia",Columbia Pictures,5.2,60.0,PG-13,,$,229147509,$,144000000.0,0,0,0,0,0,0,1,0
2808,2016,The Infiltrator,The Infiltrator,2017-05-13,"Biography, Crime, Drama",127,"UK, USA",George Films,7.0,66.0,R,,$,21011110,$,28000000.0,0,0,0,0,0,0,0,1
2816,2016,Passengers,Passengers,2016-12-30,"Drama, Romance, Sci-Fi",116,"USA, Australia",Columbia Pictures,7.0,41.0,PG-13,,$,303144152,$,110000000.0,0,0,0,0,0,0,1,0
2818,2016,PPZ: Pride and Prejudice and Zombies,Pride and Prejudice and Zombies,2016-02-04,"Action, Comedy, Fantasy",108,"USA, UK",Cross Creek Pictures,5.8,45.0,PG-13,Pride and Prejudice and Zombies,$,16457494,$,28000000.0,0,1,0,0,0,0,1,0
2819,2016,Suicide Squad,Suicide Squad,2016-08-13,"Action, Adventure, Fantasy",123,USA,Atlas Entertainment,6.0,40.0,PG-13,,$,746846894,$,175000000.0,1,0,0,0,0,0,1,0
2820,2016,Quando l'amore si spezza,When the Bough Breaks,2016-09-09,"Crime, Drama, Horror",107,USA,Screen Gems,5.1,28.0,PG-13,When the Bough Breaks,$,30658387,$,10000000.0,0,1,0,0,0,0,1,0
2821,2016,A Boy Called Po,A Boy Called Po,2017-09-01,"Drama, Fantasy",95,USA,Commonwealth Film Manufacturing,6.6,47.0,PG,,$,4550,$,500000.0,0,0,0,0,0,1,0,0
2822,2016,Deadpool,Deadpool,2016-02-18,"Action, Adventure, Comedy",108,USA,Twentieth Century Fox,8.0,65.0,R,,$,782612155,$,58000000.0,0,0,0,0,0,0,0,1
2823,2016,Max Steel,Max Steel,2017-01-26,"Action, Adventure, Fantasy",92,"UK, USA",Dolphin Entertainment,4.6,22.0,PG-13,,$,6272403,$,10000000.0,0,0,0,0,0,0,1,0
2824,2016,Bridget Jones's Baby,Bridget Jones's Baby,2016-09-22,"Comedy, Drama, Romance",123,"USA, France, China, UK, Japan",Universal Pictures,6.5,59.0,R,,$,211952420,$,35000000.0,0,0,0,0,0,0,0,1
2825,2016,Abattoir,Abattoir,2016-12-09,"Horror, Mystery, Thriller",98,USA,Dark Web Productions,4.4,40.0,R,,$,663460,$,5000000.0,0,0,0,0,0,0,0,1
2826,2016,Una spia e mezzo,Central Intelligence,2016-07-14,"Action, Comedy, Crime",107,"USA, China",New Line Cinema,6.3,52.0,PG-13,,$,216972543,$,50000000.0,0,0,0,0,0,0,1,0
2827,2016,Blair Witch,Blair Witch,2016-09-21,"Horror, Mystery, Thriller",89,"Canada, USA",Lionsgate,5.0,47.0,R,,$,45173154,$,5000000.0,0,0,0,0,0,0,0,1
2828,2016,Zoolander 2,Zoolander 2,2016-02-12,"Action, Adventure, Comedy",101,"USA, Italy",Panorama Films,4.7,34.0,PG-13,,$,56722693,$,50000000.0,0,0,0,0,0,0,1,0
2831,2016,Jackie,Jackie,2017-02-23,"Biography, Drama, History",100,"USA, France, Chile, China, Germany, UK",Fox Searchlight Pictures,6.7,81.0,R,,$,24270399,$,9000000.0,0,0,0,0,0,0,0,1
2833,2016,Independence Day - Rigenerazione,Independence Day: Resurgence,2016-09-08,"Action, Adventure, Sci-Fi",120,USA,Twentieth Century Fox,5.2,32.0,PG-13,,$,389681935,$,165000000.0,0,0,0,0,0,0,1,0
2836,2016,L'ora più bella,Their Finest,2017-04-14,"Comedy, Drama, Romance",117,"UK, Sweden, France",BBC Films,6.8,76.0,R,,$,12597262,EUR,12300000.0,0,0,0,0,0,0,0,1
2838,2016,Trolls,Trolls,2016-10-27,"Animation, Adventure, Comedy",92,USA,DreamWorks Animation,6.5,55.0,PG,,$,346864462,$,125000000.0,0,0,0,0,0,1,0,0
2839,2016,Sausage Party - Vita segreta di una salsiccia,Sausage Party,2016-10-31,"Animation, Adventure, Comedy",89,"USA, Canada",Annapurna Pictures,6.1,66.0,R,,$,140705322,$,19000000.0,0,0,0,0,0,0,0,1
2840,2016,La festa prima delle feste,Office Christmas Party,2016-12-07,Comedy,105,USA,DreamWorks,5.8,42.0,R,,$,114501299,$,45000000.0,0,0,0,0,0,0,0,1
2841,2016,Message from the King,Message from the King,2017-08-04,"Action, Crime, Drama",102,"UK, France, Belgium, USA",Backup Media,6.4,40.0,R,,$,315132,$,10000000.0,0,0,0,0,0,0,0,1
2842,2016,Codice 999,Triple 9,2016-04-21,"Action, Crime, Thriller",115,USA,Worldview Entertainment,6.3,52.0,R,,$,23177948,$,20000000.0,0,0,0,0,0,0,0,1
2844,2016,Hands of Stone,Hands of Stone,2016-08-26,"Biography, Drama, Sport",111,"Panama, USA",Fuego Films,6.6,54.0,R,,$,4978353,$,20000000.0,0,0,0,0,0,0,0,1
2845,2016,Babbo bastardo 2,Bad Santa 2,2016-12-07,"Comedy, Crime, Drama",92,USA,Broad Green Pictures,5.6,38.0,R,,$,24079268,$,26000000.0,0,0,0,0,0,0,0,1
2846,2016,Gold - La grande truffa,Gold,2017-05-04,"Crime, Drama",120,USA,Black Bear Pictures,6.7,49.0,R,Gold,$,14880939,$,20000000.0,0,1,0,0,0,0,0,1
2847,2016,Nonno scatenato,Dirty Grandpa,2016-04-13,Comedy,102,"USA, UK",Lionsgate,5.9,21.0,R,,$,94073028,$,25000000.0,0,0,0,0,0,0,0,1
2849,2016,Deepwater: Inferno sull'oceano,Deepwater Horizon,2016-10-06,"Action, Drama, History",107,"Hong Kong, China, USA",Summit Entertainment,7.1,68.0,PG-13,,$,121790373,$,110000000.0,0,0,0,0,0,0,1,0
2850,2016,The Darkness,The Darkness,2016-05-13,"Horror, Thriller",92,USA,Blumhouse Productions,4.4,27.0,PG-13,,$,10898293,$,4000000.0,0,0,0,0,0,0,1,0
2851,2016,17 anni (e come uscirne vivi),The Edge of Seventeen,2017-03-30,"Comedy, Drama",104,"USA, China",Gracie Films,7.3,77.0,R,,$,19370020,$,9000000.0,0,0,0,0,0,0,0,1
2852,2016,Brimstone,Brimstone,2017-01-12,"Drama, Mystery, Thriller",148,"Netherlands, France, Germany, Belgium, Sweden, UK, USA",N279 Entertainment,7.1,45.0,R,Brimstone,$,2140941,EUR,14760000.0,0,1,0,0,0,0,0,1
2855,2016,Miss Peregrine - La casa dei ragazzi speciali,Miss Peregrine's Home for Peculiar Children,2016-12-15,"Adventure, Drama, Family",127,"USA, UK, Belgium, Canada",Twentieth Century Fox,6.7,57.0,PG-13,,$,296482446,$,110000000.0,0,0,0,0,0,0,1,0
2857,2016,The Comedian,The Comedian,2017-02-03,"Comedy, Drama, Romance",120,USA,Cinelou Films,5.7,40.0,R,,$,1659002,$,15000000.0,0,0,0,0,0,0,0,1
2858,2016,The Neon Demon,The Neon Demon,2016-06-08,"Horror, Thriller",117,"USA, Belgium, Denmark, France",Space Rocket Nation,6.2,51.0,R,,$,3377430,$,7000000.0,0,0,0,0,0,0,0,1
2859,2016,L'eccezione alla regola,Rules Don't Apply,2017-04-27,"Comedy, Drama, Romance",127,USA,New Regency Pictures,5.7,60.0,PG-13,,$,3885342,$,25000000.0,0,0,0,0,0,0,1,0
2861,2016,Trafficanti,War Dogs,2016-09-15,"Biography, Comedy, Crime",114,"USA, Cambodia, Romania",BZ Entertainment,7.1,57.0,R,,$,86234523,$,40000000.0,0,0,0,0,0,0,0,1
2862,2016,L'ultima tempesta,The Finest Hours,2016-03-31,"Action, Drama, History",117,USA,Walt Disney Pictures,6.8,58.0,PG-13,,$,52099090,$,80000000.0,0,0,0,0,0,0,1,0
2863,2016,USS Indianapolis,USS Indianapolis: Men of Courage,2017-07-19,"Action, Drama, History",128,USA,Hannibal Media,5.2,30.0,R,,$,2158568,$,40000000.0,0,0,0,0,0,0,0,1
2864,2016,The great wall,The Great Wall,2017-02-23,"Action, Adventure, Fantasy",103,"USA, China, Hong Kong, Australia, Canada",Legendary East,5.9,42.0,PG-13,,$,334933831,$,150000000.0,0,0,0,0,0,0,1,0
2865,2016,Assassin's Creed,Assassin's Creed,2017-01-04,"Action, Adventure, Sci-Fi",115,"USA, France, UK, Hong Kong, Taiwan, Malta",Regency Enterprises,5.7,36.0,PG-13,,$,240697856,$,125000000.0,0,0,0,0,0,0,1,0
2871,2016,La battaglia di Hacksaw Ridge,Hacksaw Ridge,2017-02-02,"Biography, Drama, History",139,"Australia, USA",Summit Entertainment,8.1,71.0,R,,$,180450918,$,40000000.0,1,0,0,0,0,0,0,1
2872,2016,Autobahn - Fuori controllo,Collide,2017-02-16,"Action, Crime, Thriller",99,"UK, Germany, China, USA",42,5.7,33.0,PG-13,Collide,$,6817535,$,21500000.0,0,1,0,0,0,0,1,0
2873,2016,The Accountant,The Accountant,2016-10-27,"Action, Crime, Drama",128,USA,Warner Bros.,7.3,51.0,R,,$,155160045,$,44000000.0,0,0,0,0,0,0,0,1
2874,2016,Good Kids,Good Kids,2016-10-21,"Comedy, Drama",86,USA,Compadre Entertainment,6.1,,R,,$,23627,$,3000000.0,0,0,0,0,0,0,0,1
2878,2017,Wonder Woman,Wonder Woman,2017-06-01,"Action, Adventure, Fantasy",141,"USA, China, Hong Kong",Warner Bros.,7.4,76.0,PG-13,,$,821847012,$,149000000.0,0,0,0,0,0,0,1,0
2879,2017,Suburbicon,Suburbicon,2017-12-06,"Comedy, Crime, Drama",105,"UK, USA, China",Black Bear Pictures,5.7,42.0,R,,$,12751667,$,25000000.0,0,0,0,0,0,0,0,1
2880,2017,La ragazza dei tulipani,Tulip Fever,2018-09-06,"Drama, History, Romance",105,"UK, USA",Worldview Entertainment,6.2,38.0,R,,$,9204549,$,25000000.0,0,0,0,0,0,0,0,1
2881,2017,"CHIPS, (dis)ordine pubblico",CHIPS,2017-07-20,"Action, Comedy, Crime",100,USA,Primate Pictures,6.0,28.0,R,,$,26800152,$,25000000.0,0,0,0,0,0,0,0,1
2882,2017,The Ring 3,Rings,2017-03-16,"Drama, Horror, Mystery",102,USA,Macari/Edelstein,4.5,25.0,PG-13,,$,83080890,$,25000000.0,0,0,0,0,0,0,1,0
2883,2017,Justice League,Justice League,2017-11-16,"Action, Adventure, Fantasy",120,"USA, Canada, UK",Warner Bros.,6.3,45.0,PG-13,,$,681871991,$,300000000.0,0,0,0,0,0,0,1,0
2884,2017,Cold Skin - La creatura di Atlantide,Cold Skin,2017-10-20,"Fantasy, Horror, Sci-Fi",108,"Spain, France",Babieka,6.0,,NR,,$,737478,EUR,10455000.0,0,0,0,0,1,0,0,0
2886,2017,Ghost in the Shell,Ghost in the Shell,2017-03-30,"Action, Crime, Drama",107,"USA, India, Hong Kong, China, Canada",Paramount Pictures,6.3,52.0,PG-13,,$,169801921,$,110000000.0,0,0,0,0,0,0,1,0
2888,2017,xXx - Il ritorno di Xander Cage,xXx: Return of Xander Cage,2017-01-19,"Action, Adventure, Thriller",107,"China, Canada, USA",Huahua Media,5.2,42.0,PG-13,,$,346118277,$,85000000.0,0,0,0,0,0,0,1,0
2889,2017,Downsizing - Vivere alla grande,Downsizing,2018-01-25,"Drama, Sci-Fi",135,"USA, Norway",Paramount Pictures,5.7,63.0,R,,$,55003890,$,68000000.0,0,0,0,0,0,0,0,1
2891,2017,It,It,2017-10-19,Horror,135,"Canada, USA",New Line Cinema,7.3,69.0,R,It,$,701796444,$,35000000.0,0,1,0,0,0,0,0,1
2892,2017,Tavolo 19,Table 19,2017-06-01,"Comedy, Drama, Romance",87,USA,3311 Productions,5.8,40.0,PG-13,,$,5042014,$,5000000.0,0,0,0,0,0,0,1,0
2893,2017,Kidnap,Kidnap,2017-08-04,"Action, Crime, Drama",95,USA,Di Bonaventura Pictures,5.9,44.0,R,,$,34814102,$,21000000.0,0,0,0,0,0,0,0,1
2894,2017,Baywatch,Baywatch,2017-06-01,"Action, Comedy, Crime",116,"UK, China, USA",Paramount Pictures,5.5,37.0,R,,$,177856751,$,69000000.0,0,0,0,0,0,0,0,1
2895,2017,The Greatest Showman,The Greatest Showman,2017-12-25,"Biography, Drama, Musical",105,USA,Bona Film Group,7.6,48.0,PG,,$,435086403,$,84000000.0,0,0,0,0,0,1,0,0
2896,2017,The Foreigner,The Foreigner,2017-09-30,"Action, Thriller",113,"UK, China, USA, India",STX Entertainment,7.0,55.0,R,,$,145417936,$,35000000.0,0,0,0,0,0,0,0,1
2897,2017,La torre nera,The Dark Tower,2017-08-10,"Action, Adventure, Fantasy",95,USA,Columbia Pictures,5.6,34.0,PG-13,The Dark Tower,$,113231078,$,60000000.0,0,1,0,0,0,0,1,0
2898,2017,All Eyez on Me,All Eyez on Me,2017-09-07,"Biography, Drama, Music",139,USA,Summit Entertainment,5.8,38.0,R,,$,55668698,$,40000000.0,0,0,0,0,0,0,0,1
2899,2017,The Stolen,The Stolen,2017-11-03,"Action, Adventure, Drama",98,"UK, Germany, United Arab Emirates, New Zealand",Cork Films,5.2,,NR,,$,27741,$,4000000.0,0,0,0,0,1,0,0,0
2900,2017,Prima di domani,Before I Fall,2017-07-19,"Drama, Fantasy, Mystery",98,USA,Awesomeness Films,6.4,58.0,PG-13,Before I Fall,$,16373843,$,5000000.0,0,1,0,0,0,0,1,0
2902,2017,Beyond Skyline,Beyond Skyline,2017,"Action, Adventure, Sci-Fi",106,"USA, Canada, Indonesia, UK, China, Singapore",Beyond The Mothership,5.3,46.0,R,,$,992181,$,14000000.0,0,0,0,0,0,0,0,1
2903,2017,La signora dello zoo di Varsavia,The Zookeeper's Wife,2017-11-16,"Biography, Drama, History",127,"Czech Republic, UK, USA",Scion Films,7.0,57.0,PG-13,,$,26152835,$,20000000.0,0,0,0,0,0,0,1,0
2904,2017,Qua la zampa!,A Dog's Purpose,2017-01-19,"Adventure, Comedy, Drama",100,"USA, India",DreamWorks,7.2,43.0,PG,,$,205736628,$,22000000.0,0,0,0,0,0,1,0,0
2906,2017,L'uomo di neve,The Snowman,2017-10-12,"Crime, Drama, Mystery",119,"UK, USA, China, Sweden, Japan",Universal Pictures,5.1,23.0,R,The Snowman,$,43155261,$,35000000.0,0,1,0,0,0,0,0,1
2907,2017,The Vault - Nessuno è al sicuro,The Vault,2017-09-01,"Crime, Horror, Mystery",91,USA,Redwire Pictures,4.8,50.0,NR,,$,346729,$,5000000.0,0,0,0,0,1,0,0,0
2908,2017,Pirati dei Caraibi - La vendetta di Salazar,Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-24,"Action, Adventure, Fantasy",129,"USA, Australia, UK, Canada",Walt Disney Pictures,6.6,39.0,PG-13,,$,794878815,$,230000000.0,0,0,0,0,0,0,1,0
2913,2017,Blade Runner 2049,Blade Runner 2049,2017-10-05,"Action, Drama, Mystery",164,"USA, UK, Hungary, Canada, Spain",Alcon Entertainment,8.0,81.0,R,,$,259239658,$,150000000.0,1,0,0,0,0,0,0,1
2916,2017,Amore inaspettato,Blind,2017-08-24,"Drama, Romance",98,USA,Michael Mailer Films,5.8,36.0,R,,$,98280,$,2500000.0,0,0,0,0,0,0,0,1
2917,2017,Overdrive,Overdrive,2017-08-23,"Action, Thriller",93,"France, Belgium, USA",Overdrive Productions,5.4,,PG-13,,$,9650552,EUR,29938200.0,0,0,0,0,0,0,1,0
2918,2017,Come ti ammazzo il bodyguard,The Hitman's Bodyguard,2017-10-05,"Action, Comedy, Crime",118,"USA, Hong Kong, Bulgaria, Netherlands, Canada, UK, France",Summit Entertainment,6.9,47.0,R,,$,176600207,$,30000000.0,0,0,0,0,0,0,0,1
2919,2017,American Assassin,American Assassin,2017-11-23,"Action, Thriller",111,USA,CBS Films,6.2,45.0,R,American Assassin,$,67234188,$,33000000.0,0,1,0,0,0,0,0,1
2920,2017,2 gran figli di...,Father Figures,2018-03-01,"Comedy, Drama",113,USA,Alcon Entertainment,5.5,22.0,R,,$,25601244,$,25000000.0,0,0,0,0,0,0,0,1
2922,2017,Geostorm,Geostorm,2017-11-01,"Action, Sci-Fi, Thriller",109,USA,Warner Bros.,5.3,21.0,PG-13,,$,221600160,$,120000000.0,0,0,0,0,0,0,1,0
2923,2017,Sempre amici,The Upside,2019-04-01,"Comedy, Drama",126,USA,Escape Artists,6.9,46.0,PG-13,,$,125856180,$,37500000.0,0,0,0,0,0,0,1,0
2926,2017,Flatliners: Linea mortale,Flatliners,2017-11-23,"Drama, Horror, Mystery",109,"USA, Canada",Columbia Pictures,5.2,27.0,PG-13,,$,45158254,$,19000000.0,0,0,0,0,0,0,1,0
2927,2017,Sleepless - Il giustiziere,Sleepless,2017-02-02,"Action, Crime, Thriller",95,USA,Open Road Films (II),5.6,34.0,R,,$,32917353,$,30000000.0,0,0,0,0,0,0,0,1
2929,2017,Woody Woodpecker,Woody Woodpecker,2019-11-22,"Comedy, Family",91,USA,Universal 1440 Entertainment,4.1,,PG,,$,15316635,$,10000000.0,0,0,0,0,0,1,0,0
2931,2018,Super Troopers 2,Super Troopers 2,2018-07-12,"Comedy, Crime, Mystery",100,USA,Votiv Films,6.0,41.0,R,,$,31626386,$,13500000.0,0,0,0,0,0,0,0,1
2932,2018,Suspiria,Suspiria,2019-01-01,"Fantasy, Horror, Mystery",152,"Italy, USA",Frenesy Film Company,6.8,64.0,R,,$,7942093,$,20000000.0,0,0,0,0,0,0,0,1
2933,2018,La vedova Winchester,Winchester,2018-02-22,"Biography, Drama, Fantasy",99,"Australia, USA",CBS Films,5.4,28.0,PG-13,,$,44019588,$,3500000.0,0,0,0,0,0,0,1,0
2935,2018,Il giustiziere della notte - Death Wish,Death Wish,2018-03-08,"Action, Crime, Drama",107,"USA, Canada",Cave 76,6.4,31.0,R,,$,49562710,$,30000000.0,0,0,0,0,0,0,0,1
2939,2018,First Man - Il primo uomo,First Man,2018-10-31,"Biography, Drama, History",141,"USA, Japan",Universal Pictures,7.3,84.0,PG-13,,$,105697415,$,59000000.0,1,0,0,0,0,0,1,0
2940,2018,Beautiful Boy,Beautiful Boy,2019-06-13,"Biography, Drama",120,USA,Amazon Studios,7.3,62.0,R,,$,16636604,$,25000000.0,0,0,0,0,0,0,0,1
2942,2018,Nella tana dei lupi,Den of Thieves,2018-04-05,"Action, Crime, Drama",140,USA,Atmosphere Entertainment MM,7.0,49.0,R,,$,80509622,$,30000000.0,0,0,0,0,0,0,0,1
2945,2018,Venom,Venom,2018-10-04,"Action, Adventure, Sci-Fi",112,"China, USA",Avi Arad Productions,6.7,35.0,PG-13,,$,856085151,$,100000000.0,0,0,0,0,0,0,1,0
2946,2018,London Fields,London Fields,2018-10-26,"Crime, Mystery, Thriller",118,"UK, USA",Muse Productions,4.3,16.0,R,,$,487420,$,8000000.0,0,0,0,0,0,0,0,1
2948,2018,Pupazzi senza gloria,The Happytime Murders,2018-10-18,"Action, Comedy, Crime",91,"USA, China",STX Entertainment,5.4,27.0,R,,$,27506452,$,40000000.0,0,0,0,0,0,0,0,1
2949,2018,L'uomo che uccise Don Chisciotte,The Man Who Killed Don Quixote,2018-09-27,"Adventure, Comedy, Drama",132,"Spain, Belgium, France, UK, Portugal",Alacran Pictures,6.4,58.0,NR,,$,2390383,EUR,20910000.0,0,0,0,0,1,0,0,0
2950,2018,Tomb Raider,Tomb Raider,2018-03-15,"Action, Adventure, Fantasy",119,"UK, USA",Warner Bros.,6.3,48.0,PG-13,,$,274650803,$,94000000.0,0,0,0,0,0,0,1,0
2951,2018,12 Soldiers,12 Strong,2018-07-11,"Action, Drama, History",130,USA,Alcon Entertainment,6.6,54.0,R,,$,67450815,$,35000000.0,0,0,0,0,0,0,0,1
2955,2018,Halloween,Halloween,2018-10-25,"Crime, Horror, Thriller",106,"USA, UK",Blumhouse Productions,6.6,67.0,R,,$,255485178,$,10000000.0,0,0,0,0,0,0,0,1
2995,2018,A Star Is Born,A Star Is Born,2018-10-11,"Drama, Music, Romance",136,USA,Warner Bros. Pictures,7.7,88.0,R,,$,436188866,$,36000000.0,0,0,0,0,0,0,0,1
2997,2018,Overboard,Overboard,2018-07-19,"Comedy, Romance",112,"USA, Mexico",Pantelion Films,6.0,42.0,PG-13,,$,91244913,$,12000000.0,0,0,0,0,0,0,1,0
2998,2018,Macchine mortali,Mortal Engines,2018-12-13,"Action, Adventure, Fantasy",128,"USA, New Zealand",Media Rights Capital (MRC),6.1,44.0,PG-13,Mortal Engines,$,83672673,$,100000000.0,0,1,0,0,0,0,1,0
2999,2018,L'uomo sul treno,The Commuter,2018-01-25,"Action, Mystery, Thriller",104,"USA, UK, France, China, Canada",StudioCanal,6.3,56.0,PG-13,,$,119942387,$,30000000.0,0,0,0,0,0,0,1,0
3000,2018,A Wrinkle in Time,A Wrinkle in Time,2018-03-29,"Adventure, Family, Fantasy",109,USA,Legend3D,4.2,53.0,PG,A Wrinkle in Time,$,132675864,$,100000000.0,0,1,0,0,0,1,0,0
3001,2018,Ready Player One,Ready Player One,2018-03-28,"Action, Adventure, Sci-Fi",140,"USA, India",Warner Bros.,7.5,64.0,PG-13,,$,582893671,$,175000000.0,0,0,0,0,0,0,1,0
3006,2018,Bohemian Rhapsody,Bohemian Rhapsody,2018-11-29,"Biography, Drama, Music",134,"UK, USA",GK Films,8.0,49.0,PG-13,,$,906884690,$,52000000.0,1,0,0,0,0,0,1,0
3007,2018,Mara,Mara,2018-09-07,"Crime, Horror, Thriller",98,USA,Moon River Studios,5.1,32.0,R,,$,661769,$,5000000.0,0,0,0,0,0,0,0,1
3009,2018,Benji,Benji,2018-03-16,"Crime, Drama, Family",87,"United Arab Emirates, USA",Blumhouse Productions,6.3,53.0,NR,,$,585333,$,6000000.0,0,0,0,0,1,0,0,0
3010,2018,Gotti - Il primo padrino,Gotti,2018-09-13,"Biography, Crime, Drama",112,"Canada, USA",Emmett/Furla/Oasis Films (EFO Films),4.8,24.0,R,,$,6412349,$,10000000.0,0,0,0,0,0,0,0,1
3017,2018,Black Panther,Black Panther,2018-02-14,"Action, Adventure, Sci-Fi",134,USA,Marvel Studios,7.3,88.0,PG-13,,$,1347280838,$,200000000.0,0,0,0,0,0,0,1,0
3018,2018,Hunter Killer - Caccia negli abissi,Hunter Killer,2018-11-08,"Action, Thriller",121,"UK, China, France, USA",Hunter Killer Productions,6.6,43.0,R,,$,31672678,$,40000000.0,0,0,0,0,0,0,0,1
3019,2018,Hell Fest,Hell Fest,2018-10-31,"Horror, Thriller",89,USA,CBS Films,5.5,26.0,R,,$,18159691,$,5500000.0,0,0,0,0,0,0,0,1
3021,2018,Il mistero della casa del tempo,The House with a Clock in Its Walls,2018-10-31,"Comedy, Family, Fantasy",105,"USA, Canada, India",DreamWorks,6.0,57.0,PG,,$,131457147,$,42000000.0,0,0,0,0,0,1,0,0
3022,2018,Ricomincio da me,Second Act,2019-01-24,"Comedy, Drama, Romance",103,USA,Nuyorican Productions,5.8,46.0,PG-13,,$,72294066,$,16000000.0,0,0,0,0,0,0,1,0
3025,2019,Alita - Angelo della battaglia,Alita: Battle Angel,2019-02-14,"Action, Adventure, Sci-Fi",122,"USA, Japan, Canada",Twentieth Century Fox,7.3,53.0,PG-13,,$,404852543,$,170000000.0,0,0,0,0,0,0,1,0
3027,2019,Shazam!,Shazam!,2019-04-03,"Action, Adventure, Comedy",132,"USA, Canada",Warner Bros.,7.1,71.0,PG-13,,$,365971656,$,100000000.0,0,0,0,0,0,0,1,0
3028,2019,Era mio figlio,The Last Full Measure,2020-04-02,"Drama, War",116,USA,Foresight Unlimited,6.7,51.0,R,The Last Full Measure,$,3364426,$,20000000.0,0,1,0,0,0,0,0,1
3032,2019,Pet Sematary,Pet Sematary,2019-05-09,"Horror, Mystery, Thriller",101,"USA, Canada",Paramount Pictures,5.7,57.0,R,Pet Sematary,$,113118226,$,21000000.0,0,1,0,0,0,0,0,1
3034,2019,Countdown,Countdown,2019-11-21,"Horror, Thriller",90,USA,STX Films,5.4,31.0,PG-13,,$,48021766,$,6500000.0,0,0,0,0,0,0,1,0
3040,2019,Gemini Man,Gemini Man,2019-10-10,"Action, Drama, Sci-Fi",117,"China, USA, India",Skydance Media,5.7,38.0,PG-13,,$,173469516,$,138000000.0,0,0,0,0,0,0,1,0
3048,2019,A Midsummer Night's Dream,A Midsummer Night's Dream,2019-10-17,"Comedy, Drama, Romance",180,UK,London Theatre Company,8.4,,PG,A Midsummer Night's Dream,$,820115,GBP,0.0,0,1,0,0,0,1,0,0
3058,2019,Black Christmas,Black Christmas,2020-03-28,"Horror, Mystery, Thriller",92,"USA, New Zealand",Universal Pictures,3.2,49.0,PG-13,,$,18529730,$,5000000.0,0,0,0,0,0,0,1,0
3060,2019,Casablanca,Casablanca,2019-06-04,"Action, Thriller",105,Egypt,Synergy Films,6.2,,PG,,$,3856353,EGP,2250000.0,0,0,0,0,0,1,0,0
3068,2019,Inside the Rain,Inside the Rain,2020-03-13,"Comedy, Drama, Romance",90,USA,Act 13,4.5,49.0,NR,,$,8140,$,1000000.0,0,0,0,0,1,0,0,0
3076,2019,Rambo: Last Blood,Rambo: Last Blood,2019-09-26,"Action, Thriller",89,"USA, Hong Kong, France, Bulgaria, Spain, Sweden",Lionsgate,6.1,26.0,R,,$,91490353,$,50000000.0,0,0,0,0,0,0,0,1
3077,2019,Attenti a quelle due,The Hustle,2019-05-16,"Comedy, Crime",93,USA,Metro-Goldwyn-Mayer (MGM),5.4,35.0,PG-13,,$,95055451,$,21000000.0,0,0,0,0,0,0,1,0
3087,2019,The Irishman,The Irishman,2019-11-27,"Biography, Crime, Drama",209,USA,Tribeca Productions,7.9,94.0,R,,$,968853,$,159000000.0,0,0,0,0,0,0,0,1
3088,2019,Attraverso i miei occhi,The Art of Racing in the Rain,2019-11-07,"Comedy, Drama, Romance",109,USA,Fox 2000 Pictures,7.6,43.0,PG,The Art of Racing in the Rain,$,33766787,$,18000000.0,0,1,0,0,0,1,0,0
3089,2019,La rivincita delle sfigate,Booksmart,2019-08-21,Comedy,102,USA,Annapurna Pictures,7.2,84.0,R,,$,24863452,$,6000000.0,0,0,0,0,0,0,0,1
