,year,title,original_title,date_published,genre,duration,country,production_company,avg_vote,metascore,content_rating,book,worlwide_gross_income1,worlwide_gross_income2,budget1,budget2,oscar_win,book2,G,NC17,NR,PG,PG-13,R
0,2010,In My Sleep,In My Sleep,2010-04-23,"Drama, Mystery, Thriller",104,USA,Morning Star Pictures,5.5,33.0,PG-13,,$,30158,$,1000000.0,0,0,0,0,0,0,1,0
1,2010,Rapunzel: L'intreccio della torre,Tangled,2010-11-26,"Animation, Adventure, Comedy",100,USA,Walt Disney Animation Studios,7.7,71.0,PG,Tangled,$,592461732,$,260000000.0,0,1,0,0,0,1,0,0
3,2010,Tekken,Tekken,2011-08-05,"Action, Crime, Drama",87,"Japan, USA",CST Productions,4.8,,R,,$,1697207,$,30000000.0,0,0,0,0,0,0,0,1
4,2010,A cena con un cretino,Dinner for Schmucks,2010-11-05,Comedy,114,USA,Paramount Pictures,5.9,56.0,PG-13,,$,86855739,$,69000000.0,0,0,0,0,0,0,1,0
5,2010,A-Team,The A-Team,2010-06-18,"Action, Adventure, Thriller",117,"USA, UK",Twentieth Century Fox,6.7,47.0,PG-13,,$,177238796,$,110000000.0,0,0,0,0,0,0,1,0
10,2010,Toy Story 3 - La grande fuga,Toy Story 3,2010-07-07,"Animation, Adventure, Comedy",103,USA,Walt Disney Pictures,8.3,92.0,G,,$,1066969703,$,200000000.0,0,0,1,0,0,0,0,0
12,2010,Scott Pilgrim vs. the World,Scott Pilgrim vs. the World,2010-11-19,"Action, Comedy, Fantasy",112,"USA, UK, Canada, Japan",Universal Pictures,7.5,69.0,PG-13,,$,47664559,$,60000000.0,0,0,0,0,0,0,1,0
14,2010,La città verrà distrutta all'alba,The Crazies,2010-04-23,"Horror, Thriller",101,"USA, United Arab Emirates",Overture Films,6.5,56.0,R,,$,54806823,$,20000000.0,0,0,0,0,0,0,0,1
17,2010,Prince of Persia - Le sabbie del tempo,Prince of Persia: The Sands of Time,2010-05-19,"Action, Adventure, Fantasy",116,USA,Walt Disney Pictures,6.6,50.0,PG-13,,$,336365676,$,200000000.0,0,0,0,0,0,0,1,0
18,2010,Unstoppable - Fuori controllo,Unstoppable,2010-11-12,"Action, Thriller",98,USA,Twentieth Century Fox,6.8,69.0,PG-13,,$,167805466,$,100000000.0,0,0,0,0,0,0,1,0
19,2010,The Losers,The Losers,2010-07-23,"Action, Adventure, Crime",97,"USA, France",Warner Bros.,6.3,44.0,PG-13,,$,29397654,$,25000000.0,0,0,0,0,0,0,1,0
20,2010,Puzzole alla riscossa,Furry Vengeance,2010-05-07,"Comedy, Family",92,"USA, United Arab Emirates",Summit Entertainment,3.8,23.0,PG,,$,36351945,$,35000000.0,0,0,0,0,0,1,0,0
21,2010,Ramona and Beezus,Ramona and Beezus,2010-07-23,"Comedy, Drama, Family",104,USA,Fox 2000 Pictures,6.5,56.0,G,,$,27293743,$,15000000.0,0,0,1,0,0,0,0,0
24,2010,Wolfman,The Wolfman,2010-02-12,"Drama, Fantasy, Horror",103,USA,Universal Pictures,5.8,43.0,R,,$,139789765,$,150000000.0,1,0,0,0,0,0,0,1
26,2010,Scontro tra titani,Clash of the Titans,2010-04-02,"Action, Adventure, Fantasy",106,"USA, UK, Australia",Warner Bros.,5.8,39.0,PG-13,,$,493214993,$,125000000.0,0,0,0,0,0,0,1,0
27,2010,5 giorni fuori,It's Kind of a Funny Story,2010-10-08,"Comedy, Drama, Romance",101,USA,Focus Features,7.1,63.0,PG-13,It's Kind of a Funny Story,$,6491240,$,8000000.0,0,1,0,0,0,0,1,0
30,2010,Percy Jackson e gli dei dell'Olimpo - Il ladro di fulmini,Percy Jackson & the Olympians: The Lightning Thief,2010-03-12,"Adventure, Family, Fantasy",118,"UK, Canada, USA",Fox 2000 Pictures,5.9,47.0,PG,,$,226497209,$,95000000.0,0,0,0,0,0,1,0,0
31,2010,Lei è troppo per me,She's Out of My League,2010-06-18,"Comedy, Romance",104,USA,DreamWorks,6.4,46.0,R,,$,49779728,$,20000000.0,0,0,0,0,0,0,0,1
32,2010,Il primo amore non si scorda mai,Flipped,2010-09-10,"Comedy, Drama, Romance",90,USA,Castle Rock Entertainment,7.7,45.0,PG,Flipped,$,4225921,$,14000000.0,0,1,0,0,0,1,0,0
33,2010,Appuntamento con l'amore,Valentine's Day,2010-03-12,"Comedy, Romance",125,USA,New Line Cinema,5.7,34.0,PG-13,,$,216485654,$,52000000.0,0,0,0,0,0,0,1,0
35,2010,The Town,The Town,2010-10-08,"Crime, Drama, Thriller",125,USA,Warner Bros.,7.5,74.0,R,,$,154026136,$,37000000.0,0,0,0,0,0,0,0,1
39,2010,I ragazzi stanno bene,The Kids Are All Right,2011-03-04,"Comedy, Drama, Romance",106,"USA, France",Focus Features,7.0,86.0,R,,$,34758951,$,4000000.0,0,0,0,0,0,0,0,1
40,2010,My Soul to Take - Il cacciatore di anime,My Soul to Take,2010-10-08,"Horror, Mystery, Thriller",107,USA,Rogue,4.8,25.0,R,My Soul to Take,$,21500813,$,25000000.0,0,1,0,0,0,0,0,1
41,2010,Please Give,Please Give,2010-06-18,"Comedy, Drama",87,USA,Sony Pictures Classics,6.6,78.0,R,,$,4313829,$,3000000.0,0,0,0,0,0,0,0,1
42,2010,Mangia prega ama,Eat Pray Love,2010-09-17,"Biography, Drama, Romance",133,USA,Columbia Pictures,5.8,50.0,PG-13,,$,204594016,$,60000000.0,0,0,0,0,0,0,1,0
43,2010,Due cuori e una provetta,The Switch,2010-11-05,"Comedy, Drama, Romance",101,USA,Mandate Pictures,6.1,52.0,PG-13,,$,49843011,$,19000000.0,0,0,0,0,0,0,1,0
44,2010,Letters to Juliet,Letters to Juliet,2010-08-25,"Adventure, Comedy, Drama",105,USA,Summit Entertainment,6.5,50.0,PG,,$,79628830,$,30000000.0,0,0,0,0,0,1,0,0
46,2010,Dragon Trainer,How to Train Your Dragon,2010-03-26,"Animation, Action, Adventure",98,USA,DreamWorks Animation,8.1,75.0,PG,,$,494878759,$,165000000.0,0,0,0,0,0,1,0,0
47,2010,Shrek e vissero felici e contenti,Shrek Forever After,2010-08-25,"Animation, Adventure, Comedy",93,USA,DreamWorks Animation,6.3,58.0,PG,,$,752600867,$,165000000.0,0,0,0,0,0,1,0,0
49,2010,Jackboots on Whitehall,Jackboots on Whitehall,2010-10-08,"Animation, Comedy, Sci-Fi",91,"UK, Spain, Belgium",Entertainment Motion Pictures (E-MOTION),5.3,,NR,,$,20776,$,6000000.0,0,0,0,0,1,0,0,0
52,2010,Rabbit Hole,Rabbit Hole,2011-02-10,Drama,91,USA,Olympus Pictures,7.0,76.0,PG-13,,$,5144717,$,5000000.0,0,0,0,0,0,0,1,0
54,2010,L'ultimo dominatore dell'aria,The Last Airbender,2010-09-24,"Action, Adventure, Family",103,USA,Paramount Pictures,4.0,20.0,PG,,$,319713881,$,150000000.0,0,0,0,0,0,1,0,0
56,2010,Salt,Salt,2010-10-29,"Action, Mystery, Thriller",100,USA,Columbia Pictures,6.4,65.0,PG-13,,$,293503354,$,110000000.0,0,0,0,0,0,0,1,0
61,2010,Il cigno nero,Black Swan,2011-02-18,"Drama, Thriller",108,USA,Fox Searchlight Pictures,8.0,79.0,R,,$,329398046,$,13000000.0,0,0,0,0,0,0,0,1
62,2010,Green Zone,Green Zone,2010-04-23,"Action, Drama, Thriller",115,"UK, France, Spain, USA",Universal Pictures,6.8,63.0,R,,$,154711438,$,100000000.0,0,0,0,0,0,0,0,1
63,2010,The Killer Inside Me,The Killer Inside Me,2010-11-26,"Crime, Drama, Thriller",109,"UK, Sweden, Canada, USA",Hero Entertainment,6.1,53.0,R,The Killer Inside Me,$,4052191,$,13000000.0,0,1,0,0,0,0,0,1
67,2010,Robin Hood,Robin Hood,2010-05-12,"Action, Adventure, Drama",140,"USA, UK",Universal Pictures,6.6,53.0,PG-13,,$,321669741,$,200000000.0,0,0,0,0,0,0,1,0
68,2010,L'apprendista stregone,The Sorcerer's Apprentice,2010-08-18,"Action, Adventure, Family",109,USA,Walt Disney Pictures,6.1,46.0,PG,,$,215283742,$,150000000.0,0,0,0,0,0,1,0,0
75,2010,The Fighter,The Fighter,2011-03-04,"Biography, Drama, Sport",116,USA,Closest to the Hole Productions,7.8,79.0,R,,$,129190869,$,25000000.0,0,0,0,0,0,0,0,1
77,2010,The Conspirator,The Conspirator,2011-06-22,"Crime, Drama, History",122,USA,The American Film Company,6.9,55.0,PG-13,,$,15625544,$,25000000.0,0,0,0,0,0,0,1,0
78,2010,Vi presento i nostri,Little Fockers,2011-01-14,"Comedy, Romance",98,USA,Universal Pictures,5.5,27.0,PG-13,,$,310650585,$,100000000.0,0,0,0,0,0,0,1,0
80,2010,Fair Game - Caccia alla spia,Fair Game,2010-10-22,"Biography, Drama, Thriller",108,"USA, United Arab Emirates",River Road Entertainment,6.8,69.0,PG-13,,$,25806953,$,22000000.0,0,0,0,0,0,0,1,0
81,2010,Lottery Ticket,Lottery Ticket,2010-08-20,Comedy,99,USA,Alcon Entertainment,5.0,50.0,PG-13,,$,24719879,$,17000000.0,0,0,0,0,0,0,1,0
82,2010,Le cronache di Narnia - Il viaggio del veliero,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010-12-10,"Adventure, Family, Fantasy",113,"USA, UK",Fox 2000 Pictures,6.3,53.0,PG,,$,415686217,$,155000000.0,0,0,0,0,0,1,0,0
83,2010,Multiple Sarcasms,Multiple Sarcasms,2010-04-08,Drama,97,USA,Multiple Avenue Releasing,4.9,35.0,R,,$,29731,$,2500000.0,0,0,0,0,0,0,0,1
84,2010,Machete,Machete,2011-05-06,"Action, Crime, Thriller",105,USA,Overnight Films,6.6,60.0,R,,$,45491656,$,10500000.0,0,0,0,0,0,0,0,1
85,2010,Dear John,Dear John,2010-05-07,"Drama, Romance, War",108,USA,Screen Gems,6.3,43.0,PG-13,Dear John,$,114984666,$,25000000.0,0,1,0,0,0,0,1,0
87,2010,Megamind,Megamind,2010-12-17,"Animation, Action, Comedy",95,USA,DreamWorks Animation,7.2,63.0,PG,,$,321885765,$,130000000.0,0,0,0,0,0,1,0,0
89,2010,Dylan Dog - Il film,Dylan Dog: Dead of Night,2011-03-16,"Action, Comedy, Crime",108,USA,Hyde Park Films,5.1,31.0,PG-13,,$,5782515,$,20000000.0,0,0,0,0,0,0,1,0
107,2010,Alice in Wonderland,Alice in Wonderland,2010-03-03,"Adventure, Family, Fantasy",108,"USA, UK",Walt Disney Pictures,6.4,53.0,NR,,$,1025467110,$,200000000.0,0,0,0,0,1,0,0,0
109,2010,The Runaways,The Runaways,2010-04-08,"Biography, Drama, Music",106,USA,River Road Entertainment,6.5,65.0,R,,$,4681651,$,10000000.0,0,0,0,0,0,0,0,1
110,2010,Centurion,Centurion,2010-04-23,"Action, Drama, History",97,"UK, France, USA",Pathé Pictures International,6.4,62.0,R,,$,6890432,$,12000000.0,0,0,0,0,0,0,0,1
113,2010,The Way Back,The Way Back,2012-07-06,"Adventure, Drama, History",133,"USA, United Arab Emirates, Poland, India",Exclusive Films,7.3,66.0,R,,$,24172201,$,30000000.0,0,0,0,0,0,0,0,1
114,2010,Wall Street - Il denaro non dorme mai,Wall Street: Money Never Sleeps,2010-10-22,Drama,133,USA,Twentieth Century Fox,6.2,59.0,PG-13,,$,134748021,$,70000000.0,0,0,0,0,0,0,1,0
115,2010,Un anno da ricordare,Secretariat,2011-06-24,"Biography, Drama, Family",123,USA,Walt Disney Pictures,7.2,61.0,PG,,$,60321861,$,35000000.0,0,0,0,0,0,1,0,0
116,2010,The Warrior's Way,The Warrior's Way,2010-12-02,"Action, Fantasy, Western",100,"New Zealand, South Korea",Rogue,6.3,45.0,R,,$,11103434,$,42000000.0,0,0,0,0,0,0,0,1
117,2010,Codice Genesi,The Book of Eli,2010-02-26,"Action, Adventure, Drama",118,USA,Alcon Entertainment,6.9,53.0,R,,$,157107755,$,80000000.0,0,0,0,0,0,0,0,1
118,2010,Legion,Legion,2010-03-12,"Action, Fantasy, Horror",100,USA,Screen Gems,5.2,32.0,R,Legion,$,67918658,$,26000000.0,0,1,0,0,0,0,0,1
119,2010,Il cacciatore di ex,The Bounty Hunter,2010-04-09,"Action, Comedy, Romance",110,USA,Columbia Pictures,5.6,22.0,PG-13,,$,136333522,$,40000000.0,0,0,0,0,0,0,1,0
121,2010,Repo Men,Repo Men,2010-03-19,"Action, Sci-Fi, Thriller",111,"USA, Canada",Universal Pictures,6.3,32.0,R,,$,18409891,$,32000000.0,0,0,0,0,0,0,0,1
122,2010,Tre all'improvviso,Life as We Know It,2010-12-03,"Comedy, Drama, Romance",114,USA,Josephson Entertainment,6.5,39.0,PG-13,,$,105734416,$,38000000.0,0,0,0,0,0,0,1,0
125,2010,Jonah Hex,Jonah Hex,2010-06-18,"Action, Drama, Fantasy",81,USA,Warner Bros.,4.7,33.0,PG-13,,$,10903312,$,47000000.0,0,0,0,0,0,0,1,0
127,2010,Shanghai,Shanghai,2010-06-17,"Crime, Drama, Mystery",105,"China, USA",Living Films,6.4,36.0,R,,$,15302850,$,50000000.0,0,0,0,0,0,0,0,1
128,2010,Bereavement,Bereavement,2011-11-29,"Crime, Horror, Thriller",109,USA,Aurilia Arts Productions,5.1,,R,,$,43712,$,3600000.0,0,0,0,0,0,0,0,1
130,2010,Killers,Killers,2010-06-04,"Action, Comedy, Romance",100,USA,Lionsgate,5.5,21.0,NR,,$,98159963,$,75000000.0,0,0,0,0,1,0,0,0
134,2010,Dirty Girl,Dirty Girl,2011-07-07,"Comedy, Drama",90,USA,The Weinstein Company,6.4,37.0,R,,$,143485,$,4000000.0,0,0,0,0,0,0,0,1
135,2010,Mars,Mars,2010-12-03,"Animation, Comedy, Sci-Fi",90,USA,Cinema Lapiniere,6.0,,NR,,$,128114,$,200000.0,0,0,0,0,1,0,0,0
138,2010,Blue Valentine,Blue Valentine,2013-02-14,"Drama, Romance",112,USA,Incentive Filmed Entertainment,7.4,81.0,R,,$,15440333,$,1000000.0,0,0,0,0,0,0,0,1
140,2010,Love Ranch,Love Ranch,2011-01-06,"Biography, Comedy, Drama",117,"USA, Germany",Aramid Entertainment Fund,5.6,37.0,R,,$,146149,$,25000000.0,0,0,0,0,0,0,0,1
141,2010,Burlesque,Burlesque,2011-02-18,"Drama, Music, Musical",119,USA,Screen Gems,6.4,47.0,PG-13,,$,89519773,$,55000000.0,0,0,0,0,0,0,1,0
143,2010,Il buongiorno del mattino,Morning Glory,2011-03-04,"Comedy, Drama, Romance",107,USA,Bad Robot,6.5,57.0,PG-13,,$,60040976,$,40000000.0,0,0,0,0,0,0,1,0
145,2010,Radio Free Albemuth,Radio Free Albemuth,2014-06-27,"Drama, Sci-Fi",111,USA,Open Pictures,5.6,35.0,R,,$,9365,$,3600000.0,0,0,0,0,0,0,0,1
146,2010,Circle,Circle,2010-09-11,"Horror, Thriller",88,USA,Redwire Pictures,3.3,,NR,,$,10024,$,2000000.0,0,0,0,0,1,0,0,0
148,2010,Shutter Island,Shutter Island,2010-03-05,"Mystery, Thriller",138,USA,Paramount Pictures,8.2,63.0,R,Shutter Island,$,294804195,$,80000000.0,0,1,0,0,0,0,0,1
149,2010,La vittoria di Luke - The 5th quarter,The 5th Quarter,2011-03-25,"Biography, Drama, Sport",101,USA,Fifth Quarter,5.6,,PG-13,,$,408159,$,6000000.0,0,0,0,0,0,0,1,0
150,2010,Takers,Takers,2010-12-03,"Action, Crime, Thriller",107,USA,Screen Gems,6.2,45.0,PG-13,,$,80205382,$,32000000.0,0,0,0,0,0,0,1,0
151,2010,L'uomo nell'ombra,The Ghost Writer,2010-04-09,"Drama, Mystery, Thriller",128,"France, Germany, UK",R.P. Productions,7.2,77.0,PG-13,,$,60331447,$,45000000.0,0,0,0,0,0,0,1,0
152,2010,Holy Rollers,Holy Rollers,2010-12-23,"Biography, Crime, Drama",89,USA,Deerjen Films,5.9,51.0,R,,$,744266,$,1000000.0,0,0,0,0,0,0,0,1
155,2010,The Karate Kid - La leggenda continua,The Karate Kid,2010-08-20,"Action, Drama, Family",140,"USA, China",Columbia Pictures,6.2,61.0,PG,,$,359126022,$,40000000.0,0,0,0,0,0,1,0,0
157,2010,The Company Men,The Company Men,2011-02-11,Drama,104,USA,The Weinstein Company,6.7,69.0,R,,$,8087000,$,15000000.0,0,0,0,0,0,0,0,1
160,2010,From Paris with Love,From Paris with Love,2010-04-16,"Action, Crime, Thriller",92,France,EuropaCorp,6.5,42.0,R,,$,52844496,$,52000000.0,0,0,0,0,0,0,0,1
162,2010,Nightmare,A Nightmare on Elm Street,2010-08-20,"Crime, Drama, Horror",95,USA,New Line Cinema,5.2,35.0,R,,$,115694863,$,35000000.0,0,0,0,0,0,0,0,1
163,2010,Shelter - Identità paranormali,6 Souls,2011-02-25,"Horror, Mystery, Thriller",112,USA,NALA Films,6.1,28.0,R,,$,3205167,$,22000000.0,0,0,0,0,0,0,0,1
164,2010,Bunraku,Bunraku,2011-11-30,"Action, Drama, Fantasy",124,USA,Snoot Entertainment,6.2,28.0,R,,$,129706,$,25000000.0,0,0,0,0,0,0,0,1
165,2010,Incontrerai l'uomo dei tuoi sogni,You Will Meet a Tall Dark Stranger,2010-12-03,"Comedy, Drama, Romance",98,"USA, Spain",Mediapro,6.3,51.0,R,,$,36015260,$,22000000.0,0,0,0,0,0,0,0,1
167,2010,La fontana dell'amore,When in Rome,2010-06-11,"Comedy, Romance",91,USA,Touchstone Pictures,5.6,25.0,PG-13,,$,43053376,$,55000000.0,0,0,0,0,0,0,1,0
168,2010,Il mio nome è Khan,My Name Is Khan,2010-11-26,Drama,165,"India, USA, United Arab Emirates",Dharma Productions,8.0,50.0,PG-13,,$,42345360,$,12000000.0,0,0,0,0,0,0,1,0
172,2010,Il gioco dei soldi,Casino Jack,2010-12-28,"Biography, Comedy, Crime",108,Canada,An Olive Branch Productions,6.2,51.0,R,,$,1230933,$,12500000.0,0,0,0,0,0,0,0,1
173,2010,Diario di una schiappa,Diary of a Wimpy Kid,2011-07-27,"Comedy, Drama, Family",120,"USA, UK",Color Force,6.2,56.0,PG,,$,76196538,$,15000000.0,0,0,0,0,0,1,0,0
174,2010,Una tragica scelta,Inhale,2010-10-22,"Drama, Thriller",83,USA,26 Films,6.6,39.0,R,,$,80112,$,10000000.0,0,0,0,0,0,0,0,1
175,2010,Kites,Kites,2010-05-21,"Action, Drama, Romance",123,India,Bollywood Hollywood Production,6.1,62.0,PG,,$,2986748,INR,9000000.0,0,0,0,0,0,1,0,0
176,2010,Blood Done Sign My Name,Blood Done Sign My Name,2010-02-19,Drama,128,USA,Real Folk Productions,6.6,49.0,PG-13,,$,109383,$,10000000.0,0,0,0,0,0,0,1,0
177,2010,Hereafter,Hereafter,2011-01-05,"Drama, Fantasy, Romance",129,USA,Warner Bros.,6.4,56.0,PG-13,,$,106956330,$,50000000.0,0,0,0,0,0,0,1,0
178,2010,"Piacere, sono un po' incinta",The Back-up Plan,2010-05-14,"Comedy, Romance",104,USA,CBS Films,5.4,34.0,PG-13,,$,77477008,$,35000000.0,0,0,0,0,0,0,1,0
179,2010,Alfa & Omega,Alpha and Omega,2010-09-17,"Animation, Adventure, Comedy",90,"USA, India, Canada",Lions Gate Family Entertainment,5.2,36.0,PG,,$,50507267,$,20000000.0,0,0,0,0,0,1,0,0
180,2010,London Boulevard,London Boulevard,2011-06-10,"Crime, Drama",103,"USA, UK",GK Films,6.2,52.0,R,,$,8307227,$,25000000.0,0,0,0,0,0,0,0,1
181,2010,Una proposta per dire sì,Leap Year,2010-04-09,"Comedy, Romance",100,"USA, Ireland",Universal Pictures,6.5,33.0,PG,,$,32686500,$,19000000.0,0,0,0,0,0,1,0,0
183,2010,Il regno di Ga'Hoole - La leggenda dei guardiani,Legend of the Guardians: The Owls of Ga'Hoole,2010-10-29,"Animation, Action, Adventure",97,"USA, Australia",Warner Bros.,6.9,53.0,PG,,$,140073390,$,80000000.0,0,0,0,0,0,1,0,0
184,2010,Resident Evil: Afterlife,Resident Evil: Afterlife,2010-09-10,"Action, Adventure, Horror",96,"Germany, France, Canada, UK, China, USA",Screen Gems,5.8,37.0,R,,$,300228084,$,60000000.0,0,0,0,0,0,0,0,1
185,2010,Henry's Crime,Henry's Crime,2011-01-14,"Comedy, Crime, Drama",108,USA,Company Films,6.0,49.0,R,,$,2169799,$,12000000.0,0,0,0,0,0,0,0,1
186,2010,In viaggio con una rock star,Get Him to the Greek,2011-07-08,"Comedy, Music",109,USA,Universal Pictures,6.4,65.0,R,,$,91720255,$,40000000.0,0,0,0,0,0,0,0,1
187,2010,Fuori controllo,Edge of Darkness,2010-03-19,"Action, Crime, Drama",117,"UK, USA",Warner Bros.,6.6,55.0,R,,$,81126522,$,80000000.0,0,0,0,0,0,0,0,1
188,2010,Il debito,The Debt,2011-09-16,"Drama, Thriller",113,"USA, UK, Hungary, Israel",Miramax,6.8,65.0,R,,$,45636368,$,20000000.0,0,0,0,0,0,0,0,1
189,2010,Iron Man 2,Iron Man 2,2010-04-30,"Action, Adventure, Sci-Fi",124,USA,Paramount Pictures,7.0,57.0,PG-13,,$,623933331,$,200000000.0,0,0,0,0,0,0,1,0
190,2010,Blood Story,Let Me In,2011-09-30,"Drama, Fantasy, Horror",116,"UK, USA",Overture Films,7.1,79.0,R,,$,27093592,$,20000000.0,0,0,0,0,0,0,0,1
195,2010,Parto col folle,Due Date,2011-01-21,"Comedy, Drama",95,USA,Warner Bros.,6.5,51.0,R,,$,211780824,$,65000000.0,0,0,0,0,0,0,0,1
196,2010,Un tuffo nel passato,Hot Tub Time Machine,2011-06-24,"Comedy, Sci-Fi",101,USA,Metro-Goldwyn-Mayer (MGM),6.4,63.0,R,,$,64780213,$,36000000.0,0,0,0,0,0,0,0,1
197,2010,Brighton Rock,Brighton Rock,2011-02-04,"Crime, Drama, Thriller",111,"UK, France",StudioCanal,5.7,57.0,R,Brighton Rock,$,2913599,$,12000000.0,0,1,0,0,0,0,0,1
198,2010,Wild Target (Una valigia per tre),Wild Target,2010-06-18,"Action, Comedy, Crime",98,"UK, France",Magic Light Pictures,6.8,41.0,PG-13,,$,3494154,$,8000000.0,0,0,0,0,0,0,1,0
200,2010,Chico & Rita,Chico & Rita,2010-11-19,"Animation, Crime, Drama",94,"Spain, UK",Isle of Man Film,7.2,76.0,NR,,$,2347919,EUR,11316000.0,0,0,0,0,1,0,0,0
207,2010,The Tourist,The Tourist,2010-12-17,"Action, Adventure, Crime",103,"USA, France, Italy, UK",GK Films,6.0,37.0,PG-13,,$,278780441,$,100000000.0,0,0,0,0,0,0,1,0
208,2010,Misure straordinarie,Extraordinary Measures,2010-04-23,Drama,106,USA,CBS Films,6.4,45.0,PG,,$,15134293,$,31000000.0,0,0,0,0,0,1,0,0
209,2010,Conviction,Conviction,2010-11-05,"Biography, Crime, Drama",107,"Switzerland, UK, USA",Omega Entertainment,7.2,61.0,R,,$,11104555,$,12500000.0,0,0,0,0,0,0,0,1
212,2010,Kick-Ass,Kick-Ass,2011-04-01,"Action, Comedy, Crime",117,"UK, USA, China",Marv Films,7.6,66.0,R,Kick-Ass,$,96188903,$,30000000.0,0,1,0,0,0,0,0,1
214,2010,La donna che canta,Incendies,2011-01-21,"Drama, Mystery, War",131,"Canada, France",micro_scope,8.3,80.0,R,,$,7099598,$,6800000.0,0,0,0,0,0,0,0,1
215,2010,Icarus,Icarus,2010-07-01,"Action, Drama, Thriller",88,Canada,Cinetel Films,5.1,,NR,,$,72643,$,5000000.0,0,0,0,0,1,0,0,0
216,2010,Sex and the City 2,Sex and the City 2,2010-05-28,"Comedy, Drama, Romance",146,USA,New Line Cinema,4.5,27.0,R,,$,290745055,$,100000000.0,0,0,0,0,0,0,0,1
219,2010,The Killing Jar - Situazione critica,The Killing Jar,2010-01-01,"Crime, Mystery, Thriller",92,USA,Mark Young Films,5.8,14.0,R,,$,2339,$,400000.0,0,0,0,0,0,0,0,1
220,2010,Non avere paura del buio,Don't Be Afraid of the Dark,2012-01-13,"Fantasy, Horror, Thriller",99,"USA, Australia, Mexico",Miramax,5.6,56.0,NR,,$,38269529,$,25000000.0,0,0,0,0,1,0,0,0
222,2010,Hatchet II,Hatchet II,2010-11-01,"Action, Comedy, Horror",85,USA,ArieScope Pictures,5.5,49.0,NR,,$,156190,$,800000.0,0,0,0,0,1,0,0,0
225,2010,Operazione spy sitter,The Spy Next Door,2010-01-15,"Action, Comedy, Family",94,USA,Relativity Media,5.4,27.0,PG,,$,66166000,$,28000000.0,0,0,0,0,0,1,0,0
226,2010,Sound of Noise,Sound of Noise,2010-12-25,"Comedy, Crime, Music",102,"Sweden, France",Bliss,7.2,72.0,R,,$,456366,EUR,4920000.0,0,0,0,0,0,0,0,1
227,2010,Notte folle a Manhattan,Date Night,2010-05-07,"Comedy, Crime, Romance",88,USA,Twentieth Century Fox,6.3,56.0,PG-13,,$,152263880,$,55000000.0,0,0,0,0,0,0,1,0
228,2010,Easy Girl,Easy A,2011-03-04,"Comedy, Drama, Romance",92,USA,Screen Gems,7.0,72.0,PG-13,,$,75026216,$,8000000.0,0,0,0,0,0,0,1,0
230,2010,Burning Palms,Burning Palms,2010-04-23,"Comedy, Thriller",105,USA,Films In Motion,5.3,33.0,R,,$,3271,$,5000000.0,0,0,0,0,0,0,0,1
238,2010,The Social Network,The Social Network,2010-11-11,"Biography, Drama",120,USA,Columbia Pictures,7.7,95.0,PG-13,,$,224920315,$,40000000.0,1,0,0,0,0,0,1,0
240,2010,Cani & gatti - La vendetta di Kitty,Cats & Dogs: The Revenge of Kitty Galore,2010-09-17,"Action, Comedy, Family",82,"USA, Australia",CD2 Films,4.3,30.0,PG,,$,112483764,$,85000000.0,0,0,0,0,0,1,0,0
243,2010,Monica Velour - Il grande sogno,Meet Monica Velour,2010-04-01,"Comedy, Drama, Romance",96,USA,Gilbert Films,5.8,51.0,R,,$,33042,$,5000000.0,0,0,0,0,0,0,0,1
245,2010,The Last Song,The Last Song,2010-04-30,"Drama, Music, Romance",108,USA,Touchstone Pictures,6.0,33.0,PG,The Last Song,$,89137047,$,20000000.0,0,1,0,0,0,1,0,0
246,2010,Waiting for Forever,Waiting for Forever,2011-02-04,"Comedy, Drama, Romance",95,USA,Catfish Productions,6.0,26.0,PG-13,,$,25517,$,5000000.0,0,0,0,0,0,0,1,0
249,2010,Every Day,Every Day,2017-02-09,"Comedy, Drama, Romance",93,USA,Cold Iron Pictures,5.7,48.0,PG-13,Every Day,$,46029,$,3000000.0,0,1,0,0,0,0,1,0
250,2010,L'orso Yoghi,Yogi Bear,2011-01-14,"Animation, Adventure, Comedy",81,"USA, New Zealand",Warner Bros.,4.6,35.0,PG,,$,203509374,$,80000000.0,0,0,0,0,0,1,0,0
251,2010,Matrimonio in famiglia,Our Family Wedding,2010-07-23,"Comedy, Romance",103,USA,Fox Searchlight Pictures,5.0,38.0,PG-13,,$,21409028,$,14000000.0,0,0,0,0,0,0,1,0
253,2010,The Big Bang,The Big Bang,2011-02-03,"Action, Mystery, Thriller",101,USA,Big Bang Production,5.4,25.0,R,,$,159991,$,17000000.0,0,0,0,0,0,0,0,1
254,2010,Il responsabile delle risorse umane,The Human Resources Manager,2010,"Comedy, Drama",103,"Israel, Germany, France, Romania",2-Team Productions,6.6,62.0,NR,,$,609146,EUR,2829000.0,0,0,0,0,1,0,0,0
255,2010,Animal Kingdom,Animal Kingdom,2010-10-29,"Crime, Drama",113,Australia,Porchlight Films,7.3,83.0,R,,$,7209912,AUD,4150000.0,0,0,0,0,0,0,0,1
258,2010,3 Backyards,3 Backyards,2010,Drama,88,USA,Caruso / Mendelsohn Productions,5.0,69.0,R,,$,43073,$,300000.0,0,0,0,0,0,0,0,1
