,year,title,original_title,date_published,genre,duration,country,production_company,avg_vote,metascore,content_rating,oscar_name,oscar_category,oscar_winner,book,worlwide_gross_income1,worlwide_gross_income2,budget1,budget2
247,2010,Il buongiorno del mattino,Morning Glory,2011-03-04,"Comedy, Drama, Romance",107,USA,Bad Robot,6.5,57.0,NR,,,,,$,60040976,$,40000000
248,2010,Il buongiorno del mattino,Morning Glory,2011-03-04,"Comedy, Drama, Romance",107,USA,Bad Robot,6.5,57.0,PG-13,,,,,$,60040976,$,40000000
249,2010,Mission London,Mission London,2010-04-16,Comedy,107,"Bulgaria, UK, Hungary, Republic of North Macedonia, Sweden",SIA Advertising,7.2,,,,,,,$,1891264,EUR,1400000
251,2010,Radio Free Albemuth,Radio Free Albemuth,2014-06-27,"Drama, Sci-Fi",111,USA,Open Pictures,5.6,35.0,R,,,,,$,9365,$,3600000
253,2010,Circle,Circle,2010-09-11,"Horror, Thriller",88,USA,Redwire Pictures,3.3,,NR,,,,,$,10024,$,2000000
255,2010,Sisanje,Sisanje,2010-10-06,"Action, Crime, Drama",98,Serbia,Hypnopolis,6.4,,,,,,,$,288512,EUR,500000
256,2010,Shutter Island,Shutter Island,2010-03-05,"Mystery, Thriller",138,USA,Paramount Pictures,8.2,63.0,R,,,,Shutter Island,$,294804195,$,80000000
257,2010,La vittoria di Luke - The 5th quarter,The 5th Quarter,2011-03-25,"Biography, Drama, Sport",101,USA,Fifth Quarter,5.6,,PG-13,,,,,$,408159,$,6000000
261,2010,Takers,Takers,2010-12-03,"Action, Crime, Thriller",107,USA,Screen Gems,6.2,45.0,PG-13,,,,,$,80205382,$,32000000
264,2010,L'uomo nell'ombra,The Ghost Writer,2010-04-09,"Drama, Mystery, Thriller",128,"France, Germany, UK",R.P. Productions,7.2,77.0,PG-13,,,,,$,60331447,$,45000000
266,2010,Holy Rollers,Holy Rollers,2010-12-23,"Biography, Crime, Drama",89,USA,Deerjen Films,5.9,51.0,R,,,,,$,744266,$,1000000
268,2010,Rudolfa mantojums,Rudolfa mantojums,2010-01-15,"Comedy, Drama",114,Latvia,Latvijas Nacionalais Kino Centrs,7.0,,,,,,,$,20317,LVL,1500000
271,2010,The Karate Kid - La leggenda continua,The Karate Kid,2010-08-20,"Action, Drama, Family",140,"USA, China",Columbia Pictures,6.2,61.0,PG,,,,,$,359126022,$,40000000
272,2010,The Karate Kid - La leggenda continua,The Karate Kid,2010-08-20,"Action, Drama, Family",140,"USA, China",Columbia Pictures,6.2,61.0,PG,,,,,$,359126022,$,40000000
279,2010,L'immortale,L'immortel,2010-11-05,"Action, Crime, Drama",117,France,EuropaCorp,6.7,,,,,,,$,21695883,EUR,18000000
282,2010,The Company Men,The Company Men,2011-02-11,Drama,104,USA,The Weinstein Company,6.7,69.0,R,,,,,$,8087000,$,15000000
286,2010,Acorazado,Acorazado,2012-06-21,Comedy,102,"Mexico, Spain, France",El Barandal Postproduccion,6.7,,,,,,,$,2596,$,1200000
289,2010,Adèle e l'enigma del faraone,Les aventures extraordinaires d'Adèle Blanc-Sec,2010-10-15,"Action, Adventure, Family",107,"France, USA",EuropaCorp,6.3,,,,,,,$,34604339,EUR,31340000
290,2010,From Paris with Love,From Paris with Love,2010-04-16,"Action, Crime, Thriller",92,France,EuropaCorp,6.5,42.0,R,,,,,$,52844496,$,52000000
291,2010,Nightmare,A Nightmare on Elm Street,2010-08-20,"Crime, Drama, Horror",95,USA,New Line Cinema,5.2,35.0,R,,,,,$,115694863,$,35000000
292,2010,Nightmare,A Nightmare on Elm Street,2010-08-20,"Crime, Drama, Horror",95,USA,New Line Cinema,5.2,35.0,R,,,,,$,115694863,$,35000000
293,2010,Shelter - Identità paranormali,6 Souls,2011-02-25,"Horror, Mystery, Thriller",112,USA,NALA Films,6.1,28.0,R,,,,,$,3205167,$,22000000
296,2010,Bunraku,Bunraku,2011-11-30,"Action, Drama, Fantasy",124,USA,Snoot Entertainment,6.2,28.0,R,,,,,$,129706,$,25000000
298,2010,Incontrerai l'uomo dei tuoi sogni,You Will Meet a Tall Dark Stranger,2010-12-03,"Comedy, Drama, Romance",98,"USA, Spain",Mediapro,6.3,51.0,R,,,,,$,36015260,$,22000000
304,2010,Teen Patti,Teen Patti,2010-02-26,"Crime, Drama, Thriller",142,India,Hinduja Ventures,4.1,,,,,,,$,17311,INR,250000000
306,2010,La fontana dell'amore,When in Rome,2010-06-11,"Comedy, Romance",91,USA,Touchstone Pictures,5.6,25.0,PG-13,,,,,$,43053376,$,55000000
310,2010,Il mio nome è Khan,My Name Is Khan,2010-11-26,Drama,165,"India, USA, United Arab Emirates",Dharma Productions,8.0,50.0,PG-13,,,,,$,42345360,$,12000000
312,2010,The Hunter,Shekarchi,2011-06-17,"Drama, Thriller",90,"Iran, Germany",Aftab Negaran Productions,6.3,76.0,,,,,,$,28608,$,1500000
315,2010,My Own Love Song,My Own Love Song,2010-04-07,"Comedy, Drama",102,"France, USA",Légende Films,5.8,,,,,,,$,300849,$,16000000
316,2010,Step Up 3D,Step Up 3D,2010-08-06,"Drama, Music, Romance",107,USA,Summit Entertainment,6.2,45.0,,,,,,$,159291809,$,30000000
319,2010,Il gioco dei soldi,Casino Jack,2010-12-28,"Biography, Comedy, Crime",108,Canada,An Olive Branch Productions,6.2,51.0,R,,,,,$,1230933,$,12500000
321,2010,Diario di una schiappa,Diary of a Wimpy Kid,2011-07-27,"Comedy, Drama, Family",120,"USA, UK",Color Force,6.2,56.0,PG,,,,,$,76196538,$,15000000
324,2010,Una tragica scelta,Inhale,2010-10-22,"Drama, Thriller",83,USA,26 Films,6.6,39.0,R,,,,,$,80112,$,10000000
325,2010,Kites,Kites,2010-05-21,"Action, Drama, Romance",123,India,Bollywood Hollywood Production,6.1,62.0,PG,,,,,$,2986748,INR,600000000
329,2010,Blood Done Sign My Name,Blood Done Sign My Name,2010-02-19,Drama,128,USA,Real Folk Productions,6.6,49.0,PG-13,,,,,$,109383,$,10000000
331,2010,Hereafter,Hereafter,2011-01-05,"Drama, Fantasy, Romance",129,USA,Warner Bros.,6.4,56.0,PG-13,"Michael Owens, Bryan Grill, Stephan Trojansky and Joe Farrell",VISUAL EFFECTS,False,,$,106956330,$,50000000
332,2010,"Piacere, sono un po' incinta",The Back-up Plan,2010-05-14,"Comedy, Romance",104,USA,CBS Films,5.4,34.0,PG-13,,,,,$,77477008,$,35000000
336,2010,Alfa & Omega,Alpha and Omega,2010-09-17,"Animation, Adventure, Comedy",90,"USA, India, Canada",Lions Gate Family Entertainment,5.2,36.0,PG,,,,,$,50507267,$,20000000
337,2010,London Boulevard,London Boulevard,2011-06-10,"Crime, Drama",103,"USA, UK",GK Films,6.2,52.0,R,,,,,$,8307227,$,25000000
338,2010,Una proposta per dire sì,Leap Year,2010-04-09,"Comedy, Romance",100,"USA, Ireland",Universal Pictures,6.5,33.0,PG,,,,,$,32686500,$,19000000
339,2010,Womb,Womb,2012-08-31,"Drama, Romance, Sci-Fi",111,"Germany, Hungary, France",Razor Film Produktion GmbH,6.4,48.0,,,,,,$,36257,EUR,3660000
342,2010,Il regno di Ga'Hoole - La leggenda dei guardiani,Legend of the Guardians: The Owls of Ga'Hoole,2010-10-29,"Animation, Action, Adventure",97,"USA, Australia",Warner Bros.,6.9,53.0,PG,,,,,$,140073390,$,80000000
346,2010,Resident Evil: Afterlife,Resident Evil: Afterlife,2010-09-10,"Action, Adventure, Horror",96,"Germany, France, Canada, UK, China, USA",Screen Gems,5.8,37.0,R,,,,,$,300228084,$,60000000
347,2010,Henry's Crime,Henry's Crime,2011-01-14,"Comedy, Crime, Drama",108,USA,Company Films,6.0,49.0,R,,,,,$,2169799,$,12000000
354,2010,In viaggio con una rock star,Get Him to the Greek,2011-07-08,"Comedy, Music",109,USA,Universal Pictures,6.4,65.0,R,,,,,$,91720255,$,40000000
355,2010,Fuori controllo,Edge of Darkness,2010-03-19,"Action, Crime, Drama",117,"UK, USA",Warner Bros.,6.6,55.0,R,,,,,$,81126522,$,80000000
356,2010,Il debito,The Debt,2011-09-16,"Drama, Thriller",113,"USA, UK, Hungary, Israel",Miramax,6.8,65.0,R,,,,,$,45636368,$,20000000
360,2010,Iron Man 2,Iron Man 2,2010-04-30,"Action, Adventure, Sci-Fi",124,USA,Paramount Pictures,7.0,57.0,PG-13,"Janek Sirrs, Ben Snow, Ged Wright and Daniel Sudick",VISUAL EFFECTS,False,,$,623933331,$,200000000
361,2010,Blood Story,Let Me In,2011-09-30,"Drama, Fantasy, Horror",116,"UK, USA",Overture Films,7.1,79.0,R,,,,,$,27093592,$,20000000
363,2010,Uomini senza legge,Hors la loi,2010-09-22,"Crime, Drama, War",138,"France, Algeria, Belgium, Tunisia, Italy",Tessalit Productions,6.5,59.0,,,,,,$,3470487,EUR,20000000
365,2010,Puss,Puss,2010-08-20,"Comedy, Drama",105,"Sweden, Norway",Spillefilmselskapet 4 1/2,4.5,,,,,,,$,200462,EUR,2150000
368,2010,The Yellow Sea,Hwanghae,2010-12-22,"Action, Crime, Drama",157,"South Korea, USA, Hong Kong",Wellmade Starm,7.3,70.0,,,,,,$,15789762,$,8170000
369,2010,Yohan - Barnevandrer,Yohan - Barnevandrer,2010-03-26,"Drama, Family",125,Norway,Penelope Film,5.1,,,,,,,$,1392847,NOK,41000000
370,2010,Parto col folle,Due Date,2011-01-21,"Comedy, Drama",95,USA,Warner Bros.,6.5,51.0,R,,,,,$,211780824,$,65000000
371,2010,Un tuffo nel passato,Hot Tub Time Machine,2011-06-24,"Comedy, Sci-Fi",101,USA,Metro-Goldwyn-Mayer (MGM),6.4,63.0,R,,,,,$,64780213,$,36000000
375,2010,Brighton Rock,Brighton Rock,2011-02-04,"Crime, Drama, Thriller",111,"UK, France",StudioCanal,5.7,57.0,R,,,,Brighton Rock,$,2913599,$,12000000
382,2010,Wild Target (Una valigia per tre),Wild Target,2010-06-18,"Action, Comedy, Crime",98,"UK, France",Magic Light Pictures,6.8,41.0,PG-13,,,,,$,3494154,$,8000000
383,2010,Mahler auf der Couch,Mahler auf der Couch,2010-07-07,"Biography, Drama, Romance",98,"Germany, Austria",ARD Degeto Film,6.1,,,,,,,$,772508,EUR,3500000
385,2010,Chico & Rita,Chico & Rita,2010-11-19,"Animation, Crime, Drama",94,"Spain, UK",Isle of Man Film,7.2,76.0,NR,,,,,$,2347919,EUR,9200000
387,2010,Gigola,Gigola,2011-01-19,Drama,102,France,Marie-Amélie Productions,5.0,,,,,,,$,24085,$,14000000
388,2010,Mistérios de Lisboa,Mistérios de Lisboa,2010-10-20,"Drama, Mystery, Romance",272,"Portugal, France",Clap Filmes,7.4,82.0,,,,,,$,300132,EUR,2500000
390,2010,Kvinden der drømte om en mand,Kvinden der drømte om en mand,2010-01-21,"Drama, Romance",100,"Denmark, Norway, Sweden, Poland, France",Zentropa Entertainments,5.0,,,,,,,$,284818,$,4000000
396,2010,Road Train,Road Train,2010-05-28,"Horror, Thriller",87,Australia,Screen Australia,3.8,,,,,,,$,5964,$,1000000
397,2010,I Spit on Your Grave,I Spit on Your Grave,2011-01-20,"Horror, Thriller",108,USA,Cinetel Films,6.3,27.0,,,,,,$,1278650,$,2000000
398,2010,La herencia Valdemar,La herencia Valdemar,2010-01-22,"Horror, Mystery",104,Spain,La Cruzada Entertainment,5.6,,,,,,,$,1493227,EUR,6500000
400,2010,The Tourist,The Tourist,2010-12-17,"Action, Adventure, Crime",103,"USA, France, Italy, UK",GK Films,6.0,37.0,PG-13,,,,,$,278780441,$,100000000
404,2010,Misure straordinarie,Extraordinary Measures,2010-04-23,Drama,106,USA,CBS Films,6.4,45.0,PG,,,,,$,15134293,$,31000000
405,2010,Conviction,Conviction,2010-11-05,"Biography, Crime, Drama",107,"Switzerland, UK, USA",Omega Entertainment,7.2,61.0,R,,,,,$,11104555,$,12500000
407,2010,RED,RED,2011-05-11,"Action, Comedy, Crime",111,"USA, China",Summit Entertainment,7.0,60.0,,,,,,$,199006387,$,58000000
411,2010,Magic Journey to Africa,Magic Journey to Africa,2010-05-07,"Adventure, Drama, Family",90,Spain,Apuntolapospo,3.3,,,,,,,$,1557590,EUR,10000000
414,2010,Kick-Ass,Kick-Ass,2011-04-01,"Action, Comedy, Crime",117,"UK, USA, China",Marv Films,7.6,66.0,R,,,,Kick-Ass,$,96188903,$,30000000
415,2010,The Nothing Men,The Nothing Men,2010-08-12,"Drama, Thriller",83,Australia,Alchemy Film Productions,6.2,,,,,,,$,4036,AUD,1200000
422,2010,La donna che canta,Incendies,2011-01-21,"Drama, Mystery, War",131,"Canada, France",micro_scope,8.3,80.0,R,Canada,FOREIGN LANGUAGE FILM,False,,$,7099598,$,6800000
429,2010,Icarus,Icarus,2010-07-01,"Action, Drama, Thriller",88,Canada,Cinetel Films,5.1,,NR,,,,,$,72643,$,5000000
430,2010,Sex and the City 2,Sex and the City 2,2010-05-28,"Comedy, Drama, Romance",146,USA,New Line Cinema,4.5,27.0,R,,,,,$,290745055,$,100000000
431,2010,Pickin' & Grinnin',Pickin' & Grinnin',2010-04-17,Comedy,108,USA,Port Magee Pictures,6.4,,,,,,,$,4000,$,1500000
438,2010,Quartier lointain,Quartier lointain,2010-05-20,"Drama, Fantasy",98,"Belgium, Luxembourg, France, Germany",Entre Chien et Loup,7.0,,,,,,,$,231819,$,18000000
445,2010,The Killing Jar - Situazione critica,The Killing Jar,2010-01-01,"Crime, Mystery, Thriller",92,USA,Mark Young Films,5.8,14.0,R,,,,,$,2339,$,400000
446,2010,Non avere paura del buio,Don't Be Afraid of the Dark,2012-01-13,"Fantasy, Horror, Thriller",99,"USA, Australia, Mexico",Miramax,5.6,56.0,NR,,,,,$,38269529,$,25000000
447,2010,Henri 4,Henri 4,2010-03-04,"Biography, Drama, War",155,"Germany, France, Austria, Spain",Ziegler Film & Company,5.9,,,,,,,$,327147,EUR,20000000
448,2010,Hatchet II,Hatchet II,2010-11-01,"Action, Comedy, Horror",85,USA,ArieScope Pictures,5.5,49.0,NR,,,,,$,156190,$,800000
450,2010,Kandagar,Kandagar,2010-02-04,"Action, Drama, War",103,Russia,Fawzi Vision,6.7,,,,,,,$,15274292,$,7000000
451,2010,Space Dogs,Belka i Strelka. Zvyozdnye sobaki,2011-03-25,"Animation, Adventure, Comedy",85,Russia,Centre of National Film (CNF),5.1,,,,,,,$,8553835,$,25000000
455,2010,Operazione spy sitter,The Spy Next Door,2010-01-15,"Action, Comedy, Family",94,USA,Relativity Media,5.4,27.0,PG,,,,,$,66166000,$,28000000
464,2010,Sound of Noise,Sound of Noise,2010-12-25,"Comedy, Crime, Music",102,"Sweden, France",Bliss,7.2,72.0,R,,,,,$,456366,EUR,4000000
466,2010,Notte folle a Manhattan,Date Night,2010-05-07,"Comedy, Crime, Romance",88,USA,Twentieth Century Fox,6.3,56.0,PG-13,,,,,$,152263880,$,55000000
469,2010,Easy Girl,Easy A,2011-03-04,"Comedy, Drama, Romance",92,USA,Screen Gems,7.0,72.0,PG-13,,,,,$,75026216,$,8000000
471,2010,Lo strano caso di Angelica,O Estranho Caso de Angélica,2011-03-16,"Drama, Fantasy",97,"Portugal, Spain, France, Brazil",Les Films de l'Après-Midi,6.3,75.0,,,,,,$,160876,EUR,2000000
474,2010,Burning Palms,Burning Palms,2010-04-23,"Comedy, Thriller",105,USA,Films In Motion,5.3,33.0,R,,,,,$,3271,$,5000000
475,2010,The Social Network,The Social Network,2010-11-11,"Biography, Drama",120,USA,Columbia Pictures,7.7,95.0,PG-13,Jesse Eisenberg,ACTOR IN A LEADING ROLE,False,,$,224920315,$,40000000
476,2010,The Social Network,The Social Network,2010-11-11,"Biography, Drama",120,USA,Columbia Pictures,7.7,95.0,PG-13,Jeff Cronenweth,CINEMATOGRAPHY,False,,$,224920315,$,40000000
477,2010,The Social Network,The Social Network,2010-11-11,"Biography, Drama",120,USA,Columbia Pictures,7.7,95.0,PG-13,David Fincher,DIRECTING,False,,$,224920315,$,40000000
478,2010,The Social Network,The Social Network,2010-11-11,"Biography, Drama",120,USA,Columbia Pictures,7.7,95.0,PG-13,Angus Wall and Kirk Baxter,FILM EDITING,True,,$,224920315,$,40000000
479,2010,The Social Network,The Social Network,2010-11-11,"Biography, Drama",120,USA,Columbia Pictures,7.7,95.0,PG-13,Trent Reznor and Atticus Ross,MUSIC (Original Score),True,,$,224920315,$,40000000
480,2010,The Social Network,The Social Network,2010-11-11,"Biography, Drama",120,USA,Columbia Pictures,7.7,95.0,PG-13,"Scott Rudin, Dana Brunetti, Michael De Luca and Ceán Chaffin, Producers",BEST PICTURE,False,,$,224920315,$,40000000
481,2010,The Social Network,The Social Network,2010-11-11,"Biography, Drama",120,USA,Columbia Pictures,7.7,95.0,PG-13,"Ren Klyce, David Parker, Michael Semanick and Mark Weingarten",SOUND MIXING,False,,$,224920315,$,40000000
482,2010,The Social Network,The Social Network,2010-11-11,"Biography, Drama",120,USA,Columbia Pictures,7.7,95.0,PG-13,Screenplay by Aaron Sorkin,WRITING (Adapted Screenplay),True,,$,224920315,$,40000000
484,2010,Dans ton sommeil,Dans ton sommeil,2010-03-24,"Horror, Thriller",84,France,Delante Films,5.6,,,,,,,$,73,EUR,1400000
489,2010,Cani & gatti - La vendetta di Kitty,Cats & Dogs: The Revenge of Kitty Galore,2010-09-17,"Action, Comedy, Family",82,"USA, Australia",CD2 Films,4.3,30.0,PG,,,,,$,112483764,$,85000000
490,2010,Poetry,Shi,2011-04-01,Drama,139,South Korea,UniKorea Pictures,7.8,87.0,,,,,,$,2539040,KRW,1300000000
494,2010,N-Secure,N-Secure,2010-10-15,"Crime, Drama, Thriller",105,USA,N-Secure Films,3.4,,,,,,,$,2595644,$,1600000
499,2010,Monica Velour - Il grande sogno,Meet Monica Velour,2010-04-01,"Comedy, Drama, Romance",96,USA,Gilbert Films,5.8,51.0,R,,,,,$,33042,$,5000000
503,2010,Dancing Ninja,Dancing Ninja,2010,"Action, Comedy, Crime",98,"South Korea, Canada, USA",ATM Motionwide,4.1,,,,,,,$,48818,$,2450000
506,2010,The Last Song,The Last Song,2010-04-30,"Drama, Music, Romance",108,USA,Touchstone Pictures,6.0,33.0,PG,,,,The Last Song,$,89137047,$,20000000
512,2010,Waiting for Forever,Waiting for Forever,2011-02-04,"Comedy, Drama, Romance",95,USA,Catfish Productions,6.0,26.0,PG-13,,,,,$,25517,$,5000000
518,2010,La blonde aux seins nus,La blonde aux seins nus,2010-07-21,"Adventure, Drama, Romance",100,France,Légende Films,6.0,,,,,,,$,64561,EUR,5220000
520,2010,Every Day,Every Day,2017-02-09,"Comedy, Drama, Romance",93,USA,Cold Iron Pictures,5.7,48.0,R,,,,Every Day,$,46029,$,3000000
521,2010,Every Day,Every Day,2017-02-09,"Comedy, Drama, Romance",93,USA,Cold Iron Pictures,5.7,48.0,PG-13,,,,Every Day,$,46029,$,3000000
523,2010,L'orso Yoghi,Yogi Bear,2011-01-14,"Animation, Adventure, Comedy",81,"USA, New Zealand",Warner Bros.,4.6,35.0,PG,,,,,$,203509374,$,80000000
530,2010,Matrimonio in famiglia,Our Family Wedding,2010-07-23,"Comedy, Romance",103,USA,Fox Searchlight Pictures,5.0,38.0,PG-13,,,,,$,21409028,$,14000000
531,2010,Enthiran,Enthiran,2010-10-01,"Action, Sci-Fi",155,India,Sun Pictures,7.1,,,,,,,$,3889511,INR,1900000000
535,2010,The Big Bang,The Big Bang,2011-02-03,"Action, Mystery, Thriller",101,USA,Big Bang Production,5.4,25.0,R,,,,,$,159991,$,17000000
541,2010,Il responsabile delle risorse umane,The Human Resources Manager,2010,"Comedy, Drama",103,"Israel, Germany, France, Romania",2-Team Productions,6.6,62.0,NR,,,,,$,609146,EUR,2300000
543,2010,Animal Kingdom,Animal Kingdom,2010-10-29,"Crime, Drama",113,Australia,Porchlight Films,7.3,83.0,R,Jacki Weaver,ACTRESS IN A SUPPORTING ROLE,False,,$,7209912,AUD,5000000
545,2010,La mirada invisible,La mirada invisible,2010-08-19,Drama,97,"Argentina, France, Spain",El Campo Cine,6.3,,,,,,,$,218708,EUR,1000000
546,2010,The Child's Eye,Tung ngan,2010-10-14,Horror,97,Hong Kong,Digital Magic,4.2,,,,,,,$,3858231,$,4500000
547,2010,3 Backyards,3 Backyards,2010,Drama,88,USA,Caruso / Mendelsohn Productions,5.0,69.0,R,,,,,$,43073,$,300000
550,2010,Devil,Devil,2010-11-12,"Horror, Mystery, Thriller",80,USA,Universal Pictures,6.2,44.0,PG-13,,,,,$,62695489,$,10000000
558,2010,It's a Wonderful Afterlife,It's a Wonderful Afterlife,2010-04-21,"Comedy, Drama, Fantasy",100,UK,Bend It Films,5.4,40.0,,,,,,$,1321438,$,10000000
559,2010,Little Big Soldier,Da bing xiao jiang,2010-02-14,"Action, Adventure, Comedy",96,"China, Hong Kong",Beijing Dragon Garden Culture & Art,6.9,,,,,,,$,5186427,$,25000000
562,2010,Ladri di cadaveri - Burke & Hare,Burke and Hare,2011-02-25,"Comedy, Crime, History",91,UK,Ealing Studios,6.2,46.0,R,,,,,$,4791599,GBP,7500000
563,2010,L'ultimo esorcismo,The Last Exorcism,2010-12-03,"Horror, Mystery, Thriller",87,"France, USA",Strike Entertainment,5.6,63.0,PG-13,,,,,$,69432527,$,1800000
564,2010,I mercenari - The Expendables,The Expendables,2010-09-01,"Action, Adventure, Thriller",103,"USA, Bulgaria, Spain, Germany",Millennium Films,6.5,45.0,R,,,,,$,274470394,$,80000000
565,2010,I fantastici viaggi di Gulliver,Gulliver's Travels,2011-02-04,"Adventure, Comedy, Family",85,USA,Twentieth Century Fox,4.9,33.0,NR,,,,,$,237382724,$,112000000
566,2010,I fantastici viaggi di Gulliver,Gulliver's Travels,2011-02-04,"Adventure, Comedy, Family",85,USA,Twentieth Century Fox,4.9,33.0,PG,,,,,$,237382724,$,112000000
568,2010,Shank,Shank,2010-03-26,"Action, Comedy, Crime",90,UK,Gunslinger,4.0,,R,,,,,$,713697,GBP,385000
569,2010,Shank,Shank,2010-03-26,"Action, Comedy, Crime",90,UK,Gunslinger,4.0,,NR,,,,,$,713697,GBP,385000
570,2010,Il funerale è servito,Death at a Funeral,2010-07-14,Comedy,92,USA,Screen Gems,5.7,51.0,R,,,,,$,49050886,$,21000000
571,2010,Il funerale è servito,Death at a Funeral,2010-07-14,Comedy,92,USA,Screen Gems,5.7,51.0,R,,,,,$,49050886,$,21000000
573,2010,The Dry Land,The Dry Land,2010-01-24,Drama,92,USA,Maya Entertainment,5.6,47.0,R,,,,,$,11777,$,1000000
574,2010,América,América,2011-05-26,"Comedy, Drama",111,"Russia, Brazil, Spain, Portugal",2Plan2,6.2,,,,,,,$,17005,EUR,1400000
576,2010,La posesión de Emma Evans,La posesión de Emma Evans,2010-12-29,Horror,98,Spain,Filmax,5.0,,,,,,,$,3239065,$,1800000
577,2010,Amore a mille... miglia,Going the Distance,2010-09-03,"Comedy, Romance",102,USA,New Line Cinema,6.3,51.0,R,,,,,$,42059111,$,32000000
578,2010,Amore a mille... miglia,Going the Distance,2010-09-03,"Comedy, Romance",102,USA,New Line Cinema,6.3,51.0,R,,,,,$,42059111,$,32000000
583,2010,Cattivissimo me,Despicable Me,2010-10-15,"Animation, Comedy, Family",95,"USA, France",Universal Pictures,7.6,72.0,PG,,,,,$,543113985,$,69000000
586,2010,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,2010-06-30,"Adventure, Drama, Fantasy",124,USA,Summit Entertainment,5.0,58.0,PG-13,,,,,$,698491347,$,68000000
595,2010,Preacher's Kid,Preacher's Kid,2010-01-29,"Drama, Music, Romance",110,USA,Crown of Life Ministries,5.1,,PG-13,,,,,$,515065,$,7000000
596,2010,Gainsbourg (Vie héroïque),Gainsbourg (Vie héroïque),2010-01-20,"Biography, Drama, Music",135,France,One World Films,7.0,58.0,,,,,,$,12220456,EUR,11500000
602,2010,Kongen av Bastøy,Kongen av Bastøy,2010-12-17,"Action, Drama",116,"Norway, France, Sweden, Poland",4 1/2 Film,7.5,,,,,,,$,4360391,NOK,54000000
